id_unico,nome,cep,descricao,funcao_social,data_inicial_prevista,data_final_prevista,data_cadastro,especie,natureza,situacao,uf,is_modelada_por_bim,data_situacao,executor_nome,eixo_descricao,tipo_descricao,subtipo_descricao,origem_recurso,valor_total_previsto
26655.53-43, Centro de Capacitação Física cecaf,70.297-600, Contrato n° 52/2023 - Contratação de empresa de especializada para a reforma da Casa de Máquinas do Centro de Capacitação Física (CECAF) do CBMDF. (item 1 do Edital - 120280155).,prestar um melhor atendimento à comunidade.,2023-10-26,2024-04-26,2023-10-26,Reforma,Obra,Cadastrada,DF,False,2023-10-26,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,62000.0
34791.53-87,obra de instalação de elevador no Bloco B,,obra de instalação de elevador no Bloco B do Instituto Central de Ciências da Universidade de Brasília (UnB),"Necessidade de adaptação da edificação às normas vigentes de acessibilidade (ABNT NBR 9050/2020), de forma que possibilite
o acesso a toda a edificação por todos os usuários de forma igualitária.  
Considerando a época de construção da edificação, anterior à existência de legislação de acessibilidade, está prevista uma etapa
seguinte de reformas, contemplando a edificação como um todo, incluindo a adequação e instalação de guarda-corpos, corrimãos,
rampas e sinalização, entre outros itens.",2024-03-06,2024-07-31,2024-02-27,Reforma,Obra,Cadastrada,DF,False,2024-02-27,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,169182.57
4765.53-08,Taxas Extras referentes aos Condomínios onde a PABR possui PNR,,Taxas Extras referentes aos Condomínios onde a PABR possui PNR,Taxas Extras referentes aos Condomínios onde a PABR possui PNR,2021-12-09,2024-09-19,2021-11-26,Recuperação,Outros,Concluída,DF,,2021-12-02,COMANDO DA AERONÁUTICA,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,4105808.5
46888.53-20,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,72238-000,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2020-08-03,2020-09-04,2024-12-09,Construção,Obra,Cadastrada,DF,,2024-12-09,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,1383000.0
46895.53-29,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,72338-712,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2018-03-26,2022-07-14,2024-12-09,Construção,Obra,Cadastrada,DF,,2024-12-09,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,725000.0
6153.53-00,26.782.3006.7XJ0.0031,70040-902,construção de trecho rodoviário - jacuí - alpinópolis - na br-265/mg,"Preservar vidas e promover o desenvolvimento sustentável do país priorizando a segurança, as boas condições de trafegabilidade e a otimização da logística dos transportes, elevando assim o nível de serviço das vias.",,,2022-05-30,Construção,Obra,Cadastrada,DF,,2022-05-30,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,3623770.0
92064.53-29,Teste MGI,,Teste MGI,Teste MGI,2025-07-29,2025-08-02,2025-08-25,Ampliação,Obra,Cadastrada,DF,False,2025-08-25,MINISTERIO DA ECONOMIA,Administrativo,Assistência Social,Centro de Parto Normal,Federal,0.01
77437.53-14,PAC 2 - CRECHE/PRÉ-ESCOLA 036 - Brasília - DF,,PAC 2 - CRECHE/PRÉ-ESCOLA 036 - Brasília - DF Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 036 - Brasília - DF,2013-07-26,2014-12-08,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
28254.53-62,Reforma da Residência Oficial da Granja _ Piso,,"Trata-se da realização de serviços comuns de engenharia para revitalização da infraestrutura da Residência Oficial da Granja do Torto, que abrange a demolição de piso existente, instalação de novo piso e a impermeabilização da laje da casa e do recanto dos jabutis.",Preservação de Patrimônio Público,2023-11-25,2024-05-23,2023-11-22,Reforma,Obra,Cadastrada,DF,False,2023-11-22,Presidencia da República,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,156154.77
28577.53-70,Projeto para Energia Fotovoltaica,,"Contratação de pessoa jurídica especializada na prestação de serviços técnicos de engenharia e/ou arquitetura destinados à elaboração e aprovação de Projetos Básicos, Executivos e complementares para Projetos de Eficiência Energética perante a Concessionária Neoenergia, com o objetivo de fornecimento de Sistemas de Geração de Energia Solar Fotovoltaica ON-GRID, do tipo “carpot”, no estacionamento do Bloco M, Área 5, Quadra 3, do Setor Policial, da Agência Nacional de Águas e Saneamento Básico.","Investir em energia solar no Brasil é diminuir a necessidade de utilização de energia térmica, por exemplo. Enfim, sob o ponto de vista conceitual, o investimento em energia solar fotovoltaica está plenamente justificado. Sob o ponto de vista financeiro, a situação no Brasil apresenta-se bastante favorável à energia solar fotovoltaica.",2023-12-11,2024-03-11,2023-11-28,Construção,Projeto,Cadastrada,DF,False,2023-11-28,AGENCIA NACIONAL DE AGUAS,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,20000.0
61038.53-03,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,72338-712,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2018-03-26,2022-07-14,2025-06-23,Construção,Obra,Cadastrada,DF,,2025-06-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,725000.0
61039.53-50,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,72650-750,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2018-03-26,2022-03-09,2025-06-23,Construção,Obra,Cadastrada,DF,,2025-06-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,725000.0
61040.53-20,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,73370-096,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2018-03-27,2022-12-26,2025-06-23,Construção,Obra,Cadastrada,DF,,2025-06-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,1011000.0
46157.53-75,obra de construção da cobertura de quadra poliesportiva - FCE,,obra de construção da cobertura de quadra poliesportiva - FCE,"A necessidade em tela decorre de demanda formulada pela Faculdade de Ceilândia para a cobertura da quadra poliesportiva existente, conforme a instrução processual constante no processo SEI 23106.078830/2017-16.

Justifica-se:

Para atender à demanda da comunidade universitária por atividades que promovam a qualidade de vida - a prática de atividades físicas possui benefícios comprovados para a melhoria da saúde corporal e mental dos indivíduos. Atualmente, o assunto tem ganhado notoriedade no âmbito da UnB, buscando-se o fomento de diversas ações de atenção à saúde dessa comunidade, principalmente de caráter preventivo. Por sua vez, a instalação de Pontos de Encontro Comunitário permite o acesso a equipamentos de alongamento e musculação sem custos para os usuários, de modo democrático;

Para promover atividades de cunho acadêmico que possuam como plano de fundo a promoção da saúde e do desporto - dentre as previsões constitucionais relacionadas às universidades está a indissociabilidade entre ensino, pesquisa e extensão. Desse modo, a instalação dos aparelhos de ginástica e quadras poliesportivas possibilitam que os estudantes possam colocar em prática os ensinamentos de sala de aula, o desenvolvimento de pesquisas com equipamentos de fácil acesso a população, assim como a integração do conhecimento desenvolvido academicamente com o restante da comunidade, por meio da extensão. Assim, a celebração do presente convênio gera impacto positivo para toda comunidade local. Como exemplo é possível citar a Faculdade de Ceilândia - FCE, que oferece cursos na área das ciências da saúde e que poderá aumentar o alcance das atividades ali desenvolvidas com o presente convênio;

Para promover a integração com a comunidade - por se tratar de equipamentos instalados ao ar livre e de acesso a toda população, os Pontos de Encontro Comunitário possuem a capacidade de aproximar a comunidade universitária da comunidade geral, possibilitando a consecução de medidas de prevenção e promoç",2024-11-26,2025-11-26,2024-11-27,Construção,Obra,Cadastrada,DF,False,2024-11-27,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,1319403.78
29131.53-80,Execução de obra para a realização da segunda etapa do Centro de Formação Tecnológica - CFT do Campus Samambaia do IFB.,72.304-300,"Contratação de pessoa jurídica especializada na prestação de serviço de construção civil – incluindo todos os materiais, equipamentos e mão de obra, necessários à execução do mezanino e algumas partes do térreo do Centro de Formação Tecnológica do Campus Samambaia.","atender a comunidade acadêmica do campus Samambaia, finalizando o prédio do CFT, que comportará novas salas de aulas e/ou laboratórios aos estudantes. ",2024-01-15,2024-07-31,2023-12-05,Construção,Obra,Cadastrada,DF,False,2023-12-05,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,620000.0
29148.53-21,Reformulação do sistema de esgotamento sanitário do Campus Planaltina,73.380-900,"contratação de pessoa jurídica especializada na prestação de serviço de construção civil – incluindo todos os materiais, equipamentos e mão-de-obra, necessários à execução da reforma e reformulação da rede de esgotamento sanitário do Campus Planaltina","atender a comunidade acadêmica do Campus Planaltina, trazendo mais segurança ambiental e sanitária a todos os usuários",2024-01-15,2024-07-31,2023-12-05,Recuperação,Obra,Cadastrada,DF,False,2023-12-05,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,600000.0
29153.53-17,obra para o serviços remanescentes do Centro de Formação Tecnológica (CFT) do Campus Recanto das Emas,72.620-100,obra para o serviços remanescentes do Centro de Formação Tecnológica (CFT) do Campus Recanto das Emas,atender a comunidade acadêmica do Campus Recanto das Emas principalmente nos eixos dos laboratórios de Áudio visual,2024-01-15,2024-07-31,2023-12-05,Construção,Obra,Cadastrada,DF,False,2023-12-05,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,450000.0
2745.53-81,Ampliação e Modernização do Batalhão Escola e Pronto Empego,1,"Construção de edificações imprescindíveis para a Força Nacional, tais como prédio administrativo, canil, nova guarda, complexo esportivo, complexo de treinamento operacional, estacionamento de ônibus, depósitos de suprimentos e material controlado, oficina de veículos e reforma de prédio de comandantes.","Segurança Pública - treinamento e capacitação de profissionais de segurança pública, logística da Força Nacional.",2021-09-30,2022-12-30,2021-06-24,Construção,Obra,Inativada,DF,,2021-06-24,"MINISTERIO DA JUSTICA E SEGURANCA PUBLICA, Secretaria Nacional de Segurança Pública/SENASP",Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,35000000.0
2920.53-87,Projeto Executivo das Novas Instalações dos Estandes de Tiro do Setor de Armamento e Tiro  na Academia Nacional de Polícia Federal,1,Projeto Executivo das Novas Instalações dos Estandes de Tiro do Setor de Armamento e Tiro  na Academia Nacional de Polícia Federal,Segurança Pública,2021-01-11,2021-09-30,2021-07-14,Construção,Projeto,Cadastrada,DF,,2021-07-14,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,360000.0
51700.53-98,26º Batalhão de Polícia Militar,72.535-550,"Construção da sede do 26º Batalhão da Polícia Militar do Distrito Federal
",SEGURANÇA PÚBLICA,2025-02-21,2031-06-27,2025-02-13,Construção,Projeto,Cadastrada,DF,False,2025-02-13,Polícia Militar do Distrito Federal,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,11570063.3
53528.53-75,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,72225-270,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,2024-05-06,2024-05-06,2025-04-23,Construção,Obra,Cadastrada,DF,,2025-04-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,CAPS,Federal,2141000.0
16734.53-40,conclusão da edificação do Galpão Multiuso da Presidência República em Brasília /DF,70.150-900, execução de obra de conclusão da edificação do Galpão Multiuso do GSI,não se aplica,2023-01-03,2024-01-03,2022-12-29,Construção,Obra,Cadastrada,DF,False,2022-12-29,PRESIDÊNCIA DA REPÚBLICA,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,1658178.63
2167.53-68,"Contratação direta por dispensa de licitação do remanescente do PNR bloco C, SQN 116, em Brasília-DF",1,"Contratação direta por dispensa de licitação do remanescente do PNR bloco C, SQN 116, em Brasília-DF","A finalidade da contratação é continuar com a obra de construção do Bloco C, SQN 116, com 48 apartamentos PNR. A retomada da obra e sua conclusão, no mais curto prazo possível, é extremamente importante para o Exército Brasileiro, tem em vista que os PNRs destina-se a viabilizar a movimentação de oficiais para a guarnição de Brasília, principalmente para atender às demandas dos Órgão de Direção Setorial (ODS) do Quartel General do Exército (QGEx). ",2013-12-05,2018-08-19,2021-05-25,Construção,Obra,Concluída,DF,,2018-08-13,COMANDO DO EXÉRCITO,Econômico,Desenvolvimento,Urbanização,Federal,13498733.34
42908.53-64,pavimentação parcial da DF 415,,Pavimentação de um trecho da via DF-415,"Pequenos, médios e grandes agricultores, bem como integrantes da Agricultura Familiar da Região Administrativa de Brazlândia/DF - RA IV do Distrito Federal.. A pavimentação de um trecho da via DF-415, entre BR-020 e a Escola Classe Bucanhão , é essencial para o escoamento de produção em Brazlândia/DF, melhorando a logística e o transporte de produtos agrícolas, promovendo o desenvolvimento econômico regional.. Os resultados esperados abrangem um substancial aumento no escoamento da produção rural, beneficiando não apenas os produtores locais, mas também aqueles que passarão a utilizar a via pavimentada. A melhoria na infraestrutura viária visa criar um ambiente propício para a logística eficiente do setor agrícola, atendendo às demandas dos produtores da região e facilitando o acesso de outros a essa área produtiva.",2024-08-28,2028-08-28,2024-09-05,Construção,Obra,Cadastrada,DF,False,2024-09-05,"SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL",Social,Infraestrutura Urbana e Mobilidade,Urbanização,Federal,6375000.0
28349.53-45,Construção de Unidade de Atenção Especializada em Saúde - Hospital Regional de São Sebastião ,,CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,"A Região de Saúde Leste compreende as regiões administrativas (RAs) de Itapoã, Paranoá, Jardim Botânico e São Sebastião, sendo a população total de 313.565 pessoas conforme dados de projeção da CODEPLAN para 2020, utilizando como fonte o IBGE. São distribuídos em Itapoã e Paranoá 139.437 habitantes, enquanto no Jardim Botânico e São Sebastião possui 174.126 habitantes, com maior concentração populacional em São Sebastião.. A construção do Hospital visa atender à crescente demanda por atendimentos médicos, notadamente no que se refere aos atendimentos de urgência e emergência, portanto, o Hospital visa oferecer estrutura e serviços assistenciais de melhor qualidade aos usuários do SUS.. Com a construção do Hospital, será possível oferecer estrutura e serviços assistenciais de melhor qualidade aos usuários do SUS, principalmente à população residente e referenciada na Região de Saúde Leste.",2023-12-22,2029-12-22,2023-11-23,Construção,Obra,Cadastrada,DF,True,2023-11-23,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,Unidades de Atenção Especializada de Saúde,Federal,156655982.24
46351.53-93,"contratação de empresa especializada para o fornecimento de geradores portáteis, incluindo a adequação do sistema de bombas de águas pluviais e esgoto, possibilitando adicionar outro gerador de emergê",,"contratação de empresa especializada para o fornecimento de geradores portáteis, incluindo a adequação do sistema de bombas de águas pluviais e esgoto, possibilitando adicionar outro gerador de emergência, para assegurar o funcionamento contínuo do sistema da Superintendência Regional de Polícia federal no Distrito Federal - SR/PF/DF",Segurança Pública,2025-01-02,2025-02-03,2024-12-02,Ampliação,Obra,Cadastrada,DF,False,2024-12-02,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,22500.0
46889.53-87,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,71927-180,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,2020-10-19,2020-10-19,2024-12-09,Construção,Obra,Cadastrada,DF,,2024-12-09,FUNDO DE SAUDE DO DISTRITO FEDERAL,Social,Saúde,UBS,Federal,1383000.0
28499.53-30,Implantação de redes de água de distribuição e execução de ligações domiciliares no Sol Nascente /Por do Sol no DF,,"Implantação de 45.000 metros de infraestrutura de distribuição e execução de 3.000 ligações domiciliares na Região Administrativa Sol Nascente/Por do Sol em Brasília, região alta vulnerabilidade social.","A população beneficiada é estimada em 10.350 habitantes composta por aproximadamente 3.000 famílias residentes na Região Administrativa do Sol Nascente/Por do Sol, região com renda mensal inferior a cinco salários mínimos.. Nos parcelamentos e ocupações informais, o acesso à água tratada é obtido através de redes e ligações clandestinas precárias, sujeitas à contaminação, cujas consequências são: a inviabilização do sistema público instalado para atender as áreas regulares do entorno devido à redução de pressão da rede e até desabastecimento nos imóveis regularizados, decorrente da perda excessiva de água tratada, causada pelo desperdício quando não há medição, provocando o aumento de custo dos serviços.. Previsto a implantação de até 45.000 metros de redes de água e
a Execução de até 3.000 ligações prediais de água.
Recuperação de, pelo menos, 34.155 m³ de perdas de água tratada por mês (34,15 milhões de litros)",2024-05-01,2024-12-31,2023-11-27,Ampliação,Obra,Cadastrada,DF,False,2023-11-27,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,Social,"Infraestrutura Hídrica, Portos, Hidrovia",Saneamento,Federal,4210871.5
32085.53-60,Projetos e laudos Proclima,70.068-900,Projetos e laudos Proclima,Proclima,2023-12-01,2024-09-08,2023-12-28,Construção,Projeto,Cadastrada,DF,False,2023-12-28,MINISTÉRIO DO MEIO AMBIENTE,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,416581.66
29431.53-04,MANUTENÇÃO PONTO DE ABASTECIMENTO COTRAN,70.150-900,Contratação de empresa para prestação de serviços comuns de engenharia para adequações do Ponto de Abastecimento de Combustível e Área de Lavagem de Veículos da Presidência da República às normas ambientais vigentes,Manutenção/Reforma Predial,2023-12-15,2024-06-15,2023-12-08,Reforma,Obra,Cadastrada,DF,False,2023-12-08,Presidencia da República,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,1835000.0
29738.53-03,"Trata-se de Contratação de empresa especializada em Engenharia e Arquitetura para elaboração de projetos básico e executivo, para realização dos serviços de adequação e adaptação de instalações da SR/",,"Trata-se de Contratação de empresa especializada em Engenharia e Arquitetura para elaboração de projetos básico e executivo, para realização dos serviços de adequação e adaptação de instalações da SR/PF/DF, executados na plataforma BIM (Building Information Modelling).",Segurança Pública,2023-12-26,2024-07-31,2023-12-12,Recuperação,Projeto,Cadastrada,DF,False,2023-12-12,DEPARTAMENTO DE POLICIA FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,19000.0
29750.53-97,TCCA nº 24/2023 - BR 392 – TRECHO: ENTRONCAMENTO BR 116 PELOTAS – RIO GRANDE,,"Termo de Compromisso de Compensação Ambiental - TCCA objetiva o cumprimento da compensação ambiental decorrente do licenciamento ambiental do empreendimento BR 392 – TRECHO: ENTRONCAMENTO BR 116 PELOTAS – RIO GRANDE, conduzido pelo IBAMA, e objeto da Licença de Instalação nº 1034/2014.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2023-12-07,2024-07-30,2023-12-12,Recuperação,Outros,Cadastrada,DF,False,2023-12-12,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,2528253.41
50658.53-98,"OBRA DE CONSTRUÇÃO DO ENTREPOSTO DE RESÍDUOS DA FACULDADE UnB CEILÂNDIA, LOCALIZADO NO CAMPUS UNIVERSITÁRIO DE CEILÂNDIA",,"OBRA DE CONSTRUÇÃO DO ENTREPOSTO DE RESÍDUOS DA FACULDADE UnB CEILÂNDIA, LOCALIZADO NO CAMPUS UNIVERSITÁRIO DE CEILÂNDIA","Foi solicitado por meio do processo 23106.046240/2017-24 um local adequado para um correto armazenamento temporário dos resíduos perigosos na Faculdade de Ceilândia, considerando que uma das condicionantes da Licença de Instalação junto ao IBRAM (6111063) é a implantação do Plano de Gerenciamento dos Resíduos Perigosos (PGRP).

Faz-se necessário que o projeto siga as recomendações técnicas das normas RDC 222/2018 da Agência Nacional de Vigilância Sanitária (ANVISA), NBR 12.809/2013 e NBR 12.235/1992 da Associação Brasileira de De Normas Técnicas (ABNT).",2025-01-02,2025-07-02,2024-12-26,Reforma,Obra,Cadastrada,DF,False,2024-12-26,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,58766.67
30067.53-80,Implantação de redes de abastecimento de água e de coleta de esgostos na região do Setor Habitaciona Nova Colina,,Implantação de redes de abastecimento de água e de coleta de esgotos na região do Setor Habitacional Nova Colina,"A área beneficiada será a região no entorno do Setor Habitacional Nova Colina, que se encontra a Leste da cidade de Sobradinho. A população da área é basicamente de baixa renda, assentada em lotes com tamanhos de 90 a 150 m2. Prevê-se um acréscimo de população atendida de até 7.400 habitantes.. A região conhecida como Nova Colina é formada por diversos parcelamentos residenciais ainda em processo de regularização. Como os parcelamentos tiveram redes de abastecimento de água construídos pela comunidade em diversas épocas, as redes existentes apresentam estrutura heterogênea, diversas lacunas e problemas de confiabilidade e perdas, necessitando de uma reestruturação. A rede existente também não atinge todas as zonas ocupadas, exigindo complementação de trechos para melhor atendimento.. Aumento de até 2234 novas ligações para abastecimento de água e melhoria da confiabilidade de atendimento. Aumento de 94 novas ligações de esgotos.",2024-02-01,2026-01-31,2023-12-14,Construção,Obra,Cadastrada,DF,False,2023-12-14,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,Social,Infraestrutura Urbana e Mobilidade,Saneamento,Federal,15605552.67
30196.53-93,Laboratórios de aquicultura e berçários ,,Construção de laboratórios de aquicultura e berçários para alevinagem na Granja Modelo do Ipê.,"Agricultores familiares e pequenos e médios aquicultores do Distrito Federal e Região Integrada de Desenvolvimento Econômico – RIDE/DF. De acordo com a EMATER-DF, em 2022 haviam 782 piscicultores no DF, a maior parte da agricultura familiar, sendo este número 25% superior ao auferido em 2021, demonstrando crescimento da atividade a nível local.. A falta de acesso ao conhecimento e às tecnologias para aumento da produtividade são grandes problemas a serem enfrentados para o desenvolvimento da cadeia aquícola no DF.ecialmente para os pequenos produtores rurais, fomentando a inclusão social e o desenvolvimento da área rural da capital federal.. Implantação dos laboratórios de reprodução de tilápias e de peixes nativos na Granja Modelo do Ipê.
Oferta de treinamentos e serviços em aquicultura aos produtores rurais, técnicos e estudantes da RIDE/DF.
Condução de projetos de pesquisa para validação e transferência de tecnologias os aquicultores.
Produção, reprodução e melhoramento de peixes visando a formação e distribuição de matrizes e alevinos e repovoamento de bacias hidrográficas.
Aumento da produção regional de pescado.",2023-11-29,2027-11-29,2023-12-15,Construção,Obra,Cadastrada,DF,False,2023-12-15,"SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL",Social,Agricultura e Organização Agrária,Assistência Técnica,Federal,2453086.89
2361.53-42,"Obra de Construção do Pavilhão de Depósito de Materiais CL III e IX na 2ª Cia do 11° Depósito de Suprimentos, em Brasília/DF",1,"Obra de Construção do Pavilhão de Depósito de Materiais CL III e IX na 2ª Cia do 11° Depósito de Suprimentos, em Brasília/DF","Nos termos da Portaria do Comandante do Exército Nº287, de 28 de maio de 2003, compete às Comissões Regionais de Obras executar, direta ou indiretamente, as tarefas de caráter técnico e administrativo das atividades relacionadas as obras e serviços de engenharia (construção, entre outros), bem como o planejamento, o projeto, o acompanhamento, o controle, a fiscalização e a execução das obras militares.
	Foi constatado em vistoria técnica que atualmente o depósito para armazenamento de material CL III e IX na 2ª Cia do 11º Depósito de Suprimentos, está instalado de forma temporária, ou seja por meio de barracas de estruturas de aço e lona, o que compromete a segurança dos suprimentos.
	Realizar a construção de uma edificação permanente do Pavilhão de depósito para material CL III e IX de acordo com as normas vigentes, afim de preservar de forma segura os materiais armazenados.
",2020-07-27,2021-08-21,2021-06-10,Construção,Obra,Concluída,DF,,2021-08-21,COMANDO DO EXÉRCITO,Econômico,Desenvolvimento,Urbanização,Federal,728016.07
138.53-09,CREMA - Reabilitação Funcional,1,Execução de Serviços do Programa CREMA - Recuperação/Manutenção,"Preservar vidas e promover o desenvolvimento sustentável do país priorizando a segurança, as boas condições de trafegabilidade e a otimização da logística dos transportes, elevando assim o nível de serviço das vias.",2018-08-01,2021-10-13,2021-02-09,Recuperação,Obra,Inativada,DF,,2021-02-09,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,112328033.91
14794.53-66,DF - Usina Solar,,"Implantação de usina fotovoltaica para minigeração distribuída no sistema on-grid, na Embrapa Sede, compreendendo o fornecimento, montagem, comissionamento, ativação de todos os equipamentos e materiais, a aprovação do projeto elétrico junto a concessionária local de energia elétrica, a efetivação do acesso junto à concessionária de energia, o treinamento e suporte técnico, adequações das instalações elétricas e serviço continuado de aferição de performance pelo período de 12 (doze) meses, conforme especificações e demais elementos técnicos constantes deste Termo de Referência (Anexo I)","Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira.",2023-01-02,2024-07-31,2022-12-15,Construção,Obra,Cadastrada,DF,False,2022-12-15,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,Administrativo,Administrativo,Preservação do Patrimônio,Federal,2454000.0
16343.53-69,CNPH - Usina solar,70.351-970,"Construção de usina solar na Embrapa Hortaliças
","Viabilizar soluções de pesquisa, desenvolvimento e inovação para a sustentabilidade da agricultura, em benefício da sociedade brasileira.
",2023-01-01,2023-12-31,2022-12-28,Construção,Obra,Cadastrada,DF,False,2022-12-28,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,Econômico,Energia,Usina,Federal,1636000.0
35918.53-89,Adequação ar-condicionado Ed. Anexo Bloco O,,Projeto de adequação do sistema de ar-condicionado do Ed. Anexo O,Adequação de espaço de trabalho para conforto térmico,2024-04-16,2025-04-24,2024-04-15,Recuperação,Projeto,Em execução,DF,False,2024-04-24,RECEITA FEDERAL DO BRASIL,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,76800.0
2294.53-70,"Serviço de adequação das instalações elétricas da Diretoria de Material de Aviação do Exército (DMAvEx), em Brasília/DF.",1,"Serviço de adequação das instalações elétricas da Diretoria de Material de Aviação do Exército (DMAvEx), em Brasília/DF.","Conforme requisitos e necessidades da DMAvEx-DF para a adaptação nas instalações elétricas, após levantamento de vistoria, foi constatado que, para manutenção dos padrões elétricos da instalação, a solução mais viável seria adequar apenas as partes que não estão em conformidade com os padrões requisitados pela NBR5410/2008 e estão ultrapassadas apresentando ineficiência energética.",2021-06-14,2022-02-04,2021-06-07,Recuperação,Obra,Inativada,DF,,2021-06-07,COMANDO DO EXÉRCITO,Econômico,Desenvolvimento,Urbanização,Federal,38775.78
